person,text,gender,author,author's gender,title_jap,title_eng,type
藤作,そんなら私は、金吉のところにいる巫女さんを呼んできますけにな。若旦那を降しといておくれやす。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,お苦労様やなあ。そんならええように頼んまっせ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
吉治,（屋根へ上ってしまって）さあ若旦那、私と一緒に降りましょう。こなな所にいると晩には大熱が出るからな。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義太郎,（外道げどうが近寄るのを恐れる仏徒のように）嫌やあ。天狗様が皆わしにおいでおいでをしとる。お前やこしの来る所じゃないぞ、なんと思うとるんや。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
吉治,阿呆なこといわんと、さあ降りまあせ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義太郎,わしにちょっとでも触ると天狗さまに引き裂かれるぞ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
吉治,（義太郎に急に迫って、その肩口を捕えながら下の方へ引下ろす。義太郎は捕えられてからはほとんどなんの抵抗もしない）さあ荒ばれると怪我をなさりまっせ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,気付けて降すんやぜ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
吉治,（義太郎を先に立てながら降りてくる。義太郎の右の足は負傷のため跛びっこになっている）巫女さんいうても、ちょっとも効かんやつもござんすからなあ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,義はよう金比羅さんの神さんと話しするいうけになあ。金比羅さんの巫女さんいうたら、効くかも知れんと思うてな。（声を張り上げて）およしや、ちょっと出て来いよ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
およし,（内部にて）なんぞ用け。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,巫女さんを頼んだんやがなあ、どうやろう。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
およし,（折戸から出て来る）そらええかも知れん。どななことでひょいと治るかも知れんけにな。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義太郎,（不満な顔色にて）お父とう、どうしたから降すんや。今ちょうど俺を迎えに五色の雲が舞い下るところであったんやのに。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,阿呆！ いつかも五色の雲が来たいいよって屋根から飛んだんやろう。それでその通り片輪になっとるんや。今日は金比羅さんの巫女さんが来て、お前に患いとるものを追い出してくれるんやけに、屋根へ上らんと待っているんやぞ,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
藤作,旦那さん、これがさっきいうた巫女さんや。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,やあ今日は、ようおいで下されました。どうも困ったやつでござんしてな、あなた、まったく親兄弟の恥さらしでな。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
巫女,（無造作に）なにあなた様、心配せんかって私が神さんの御威徳ですぐ治してあげますわ。（義太郎の方を向きながら）この御方でござんすか。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,左様でござんす。もう二十四になりますのにな、高い所へ上るほかは何一つようしませんのや。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
巫女,いつからこんな御病気でござんしたかな。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,もう生れついてのことでござんしてな。小さい時から高い所へ上りたがって、四つ五つの頃には床の間へ上る、御仏壇へ上る、棚の上に上る、七つ八つになると木登りを覚える、十五、六になると山のてっぺんへ上って一日降りて来ませんのや。それで天狗様やとか神様やとかそんなもんと話しているような独り言を絶えずいうとりますのや。一体どうしたわけでござんしょうな。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
巫女,やっぱり狐が憑いとるのに違いござんせん。どれ私が御祈祷をして上げます。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義太郎,（不満な顔をして）金比羅の神さんいうて、お前会うたことがあるけ？,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
巫女,（にらんで）何を失礼なことをいうのじゃ、神様のお姿が目に見えるもんか。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義太郎,（得意そうに）俺は何遍も会うとるわい。金比羅さんは白い着物を着て金の冠を被っとるおじいさんや。俺といちばん仲のええ人や。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
巫女,（上手に出られたのでやや狼狽しながら、義助の方を見て）これは狐憑きもひどい狐憑きじゃ。どれ私が神に伺ってみる。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
巫女,（以前とはまったく違った声音で）我は当国象頭山しょうずざんに鎮座する金比羅大権現なるぞ。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
皆,（義太郎を除いて皆腰を屈めて）へへっ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
巫女,（荘厳に）この家の長男には鷹の城山の狐が憑いている。木の枝に吊しておいて青松葉で燻くすべてやれ。わしの申すこと違たがうにおいては神罰立ち所に至るぞ。（巫女ふたたび昏倒する）,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
皆,へへっ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
巫女,（再び立ち上りながら空とぼけたように）なんぞ神さまがおっしゃりましたか。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,どうもあらたかなことでござんした。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
巫女,神様のおっしゃったことは、早速なさらんとかえってお罰が当りますけに、念のために申しておきますぞ。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,（やや当惑して）吉治！ それなら青松葉を切って来んかな。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
およし,なんぼ神さんのおっしゃることじゃいうて、そななむごいことができるもんかいな。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
巫女,燻くすべられて苦しむのは憑いとる狐や。本人はなんの苦痛もござんせんな。さあ早く用意なさい。（義太郎の方を向いて）神様のお声をきいたか。苦しまぬ前に立ち去るがええぞ。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義太郎,金比羅さんの声はあなな声ではないわい。お前のような女子おなごを、神さんが相手にするもんけ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
巫女,（自尊心を傷つけられて）今に苦しめてやるから待っておれ。土狐の分際で神様に悪口を申しおるにくいやつじゃ。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
巫女,神さんの仰せは大切に思わぬと罰が当りますぞ。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義太郎,お父とう何するんや、厭やあ、厭やあ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
巫女,それをその方の声じゃと思うと燻くすべにくい、皆狐の声じゃと思わないかん。そのお方を苦しめている狐を、苦しめると思うてやらないきません。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
およし,なんぼなんでもむごいことやな。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
末次郎,（母屋の内部から）お父さん、おたあさん、帰って来ましたぜ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,（ちょっと狼狽して、義太郎を放してやる）末が帰って来た。日曜でないのにどうしたんやろ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
末次郎,どうしたんです、お父さん。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,（きまりわるそうに）ええ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
末次郎,どうしたんです、松葉なんか燻くすべて。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義太郎,（苦しそうに咳をしていたが、弟を見ると救い主を得たように）末か、お父や吉がよってたかって俺を松葉で燻くすべるんや。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
末次郎,（ちょっと顔色を変えて）お父さん！ またこんなばかなことをするんですか。私があれほどいうといたじゃござんせんか。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,そやけどもな、あらたかな巫女さんに神さんが乗り移ってな。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
末次郎,何をばかなことを。兄さんが理屈がいえんかってそななばかなことをして。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
巫女,お待ちなさい。その火は神様の仰せで点ついとる火ですぞ。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
末次郎,（冷笑しながら踏み消してしまう）……。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,（やや語気を変えて）末次郎！ 私はな、ちっとも学問がないもんやけにな、学校でようできるお前のいうことはなんでもきいとるけんどな、なんぼなんでも、かりにも神さんの仰せで点つけとる火やもの、足蹴にせんかってええやないか。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
末次郎,松葉で燻くすべて何が治るもんですかい。狐を追い出すいうて、人がきいたら笑いますぜ。日本中の神さんが寄って来たとて、風邪一つ治るものじゃありません。こんな詐欺師のような巫女が、金ばかり取ろうと思って……。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,でもな、お医者さまでも治らんけんにな。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
末次郎,お医者さんが治らんいうたら治りゃせん。それに私がなんべんもいうように、兄さんがこの病気で苦しんどるのなら、どななことをしても治してあげないかんけど、屋根へさえ上げといたら朝から晩まで喜びつづけに喜んどるんやもの。兄さんのように毎日喜んでいられる人が日本中に一人でもありますか。世界中にやってありゃせん。それに今兄さんを治してあげて正気の人になったとしたらどんなもんやろ。二十四にもなって何も知らんし、いろはのいの字も知らんし、ちっとも経験はなし、おまけに自分の片輪に気がつくし、日本中で恐らくいちばん不幸な人になりますぜ。それがお父さんの望みですか。なんでも正気にしたらええかと思って、苦しむために正気になるくらいばかなことはありません。（巫女を尻目にかけて）藤作さん、あなたが連れて来たのなら、一緒に帰って下さい。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
巫女,（侮辱を非常に憤慨して）神のお告げをもったいなく取り扱うものには神罰立ち所じゃ。（呪文を唱えて以前のような身振りをなし一度昏倒した後立ち上る）我は金比羅大権現なるぞ、ただいま病人の弟の申せしこと皆己が利欲の心よりなり。兄の病気の回復するときは、この家の財産が皆兄の物となる故なり。夢疑うことなかれ。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
末次郎,（奮然として巫女を突き倒し）何をぬかすんや、ばかっ！（二、三度蹴る）,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
巫女,（立ち上りながら急に元の様子になって）あいた！ 何するんや、無茶なことするない。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
末次郎,詐欺め、かたりめ！,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
藤作,（二人を隔てながら）まあ坊ちゃん、お待ちなさい。そう腹を立ていでも。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
末次郎,（まだ興奮している）ばかなことぬかしやがって！ 貴様のようなかたりに兄弟の情がわかるか。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
藤作,さあ、一度引きとることにしましょう。俺があんたを連れて来たのが悪かったんや。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,（金を藤作に渡しながら）何分、まだ子供じゃけにどうぞ勘弁しておくれやす。あいつはどうも気が短うてな。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
巫女,神さまが乗り移っている最中に私を足蹴にするような大それたやつは、今晩までの命も危ないぞ。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
末次郎,何をぬかすんや。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
およし,（末次郎をささえながら）黙っておいでよ。（巫女に）どうもお気の毒しましたや。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
巫女,（藤作と一緒に去りながら）私を蹴った足から腐り始めるのや。（二人去る）,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,（末次郎を見て）お前あななことをして、罰が当ることはないか。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
末次郎,あんなかたりの女子に神さんが乗り移るもんですか。無茶な嘘をぬかしやがる。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
およし,私は初めから怪しいやつじゃ思うとったんや、神さんやったらあななむごいこというもんけ。,f,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,（なんの主張もなしに）そら、そうやな。でもな末！ お前、兄さん一生お前の厄介やぜ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
末次郎,何が厄介なもんですか。僕は成功したら、鷹の城山のてっぺんへ高い高い塔を拵こさえて、そこへ兄さんを入れてあげるつもりや,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,それはそうと、義太郎はどこへ行ったやろ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
吉治,（屋根の上を指しながら）あそこへ行っとられます。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義助,（微笑して）あいかわらずやっとるのう。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
末次郎,普通の人やったら、燻くすべられたらどなに怒るかも知れんけど、兄さんは忘れとる、兄さん！,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義太郎,（狂人の心にも弟に対して特別の愛情があるごとく）末やあ！ 金比羅さんにきいたら、あなな女子知らんいうとったぞ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
末次郎,（微笑して）そうやろう、あなな巫女よりも兄さんの方に、神さんが乗り移っとんや。（雲を放れて金色の夕日が屋根へ一面に射しかかる）ええ夕日やな。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義太郎,（金色の夕日の中に義太郎の顔はある輝きを持っている）末、見いや、向うの雲の中に金色の御殿が見えるやろ。ほらちょっと見い！ 奇麗やなあ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
末次郎,（やや不狂人の悲哀を感ずるごとく）ああ見える。ええなあ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
義太郎,（歓喜の状態で）ほら！ 御殿の中から、俺の大好きな笛の音がきこえて来るぜ！ ええ音色やなあ。,m,Kan Kikuchi,m,屋上の狂人,The madman on the roof,play
おきん,畜生！ また大根を二、三本盗みやがった！ 作、今度見つけたら背骨の折れるほど、どやしつけてやれ！ どこのどいつやろう。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚作,新田の権ごんが、昨日夕方裏の畑のところを、うろうろしていたけに、あいつかも知れんぞ。飢饉で増えたのは畑泥棒ばかりじゃ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,大根やって、今年は米の飯よりも大事じゃ。百本ばかりある大根が、冬中のおもな食物くいものじゃけになあ。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚三,お母かあ、木津の藤兵衛の家じゃもう食物くいものが尽きたけに、来年の籾種にまで、手を付けたというぞ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,藤兵衛が家でけ。ええ気味じゃ。藤兵衛の嬶かかあめ、俺がいつか小豆一升貸せいうて頼んだのに、貸せんというてはねつけやがったものな。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,甚作さんたち、何しているんでや。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚作,これから、魚掬いに行くんじゃ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,お前の所じゃ、まだそななことができるから、ええな。わしの所じゃ、老人としより夫婦で泥鰌一匹捕ることやてできやせん。食べるものは、もう何にもなしになってしもうた。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚三,およし婆さん。羨むなよ。これでな、二人で一日中小溝を漁ってもな、細い泥鰌の二十匹も取ればええ方じゃぞ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,そうかな。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚三,この近所じゃ、銘々で取り尽して、川には、小鮒一つやて、おりゃせんわ。山には、山の芋どころか、のびるだって、余計は残っておらんぜ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,もう一月もしたら、何食うやろうぜ。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚三,おおかた壁土でも食っているやろう。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚作,滝の宮の方じゃ、もう松葉食うとるだ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,民百姓がこなに苦しんどるのに、お上じゃまだ御年貢を取るつもりでいるんじゃてのう。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚作,御年貢米の代りに、人間の乾干しを収めるとええぞ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,明和の飢饉じゃて、これほどではなかったのう。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚作,あの時には、お救い小屋が立ったというじゃないか。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,そうじゃ、そうしゃ。わしもな、お救い小屋のお粥をもろうたがなあ。ひどい飢饉じゃったけれどもな、今度ほどは困らなかったぞ。みんな、お上がよかったからじゃ。御家老様が、偉い御家老様だったでな。お蔵米を惜しげもなくお下げになったのじゃ。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚三,今度は、お蔵米どころか、こちらを、逆さにして鼻血まで、搾り出そうとしている。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,わしもなあ、長生きしたおかげで、食うや飲まずの辛い目にあうことじゃ。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,（すぐ警戒するような顔をして）何じゃ！,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,あのな、えらいいいにくい頼みじゃがな。お前とこの大根を、一本貸してもらえんかな。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,（黙っている）……。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,村中で、みんな羨んどる。おきんさんところじゃ、よう大根作ったいうてな。飢饉で何もできなかったのに大根だけはようできた。おきんさんは、よう気がついたいうてな。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,（大根を大切そうに包丁で、切りながら）おぬしには、この朔日ついたちにも一本貸してやったな。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,ああそうそう。わしもよう覚えているでな。御時世がようなったら、十倍にも百倍にもして返そうと思っとるんじゃ。じゃけどな、おきんさん、わしはたびたび無心いいとうはないんじゃけどな、家の爺じじいがな、二、三日前から、病わずらいついてな。……食うものも食わんのじゃけに、病わずらいつくのも当り前じゃがな。それでな、青物が食いたい食いたいいうて口ぐせのようにいうとるのでな。何ぞ、食べられるような草があるかと思うてな、野面を走り回ったけれども、冬の真ん中じゃで何もないんじゃ。わしの亭主、助けると思うてな。大根一本融通してくれんかな。御時世が直ったらな。十本にでも百本にでもして返すけにな……。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,（黙って大根を鍋に入れる）……。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,なあ、おきんさん、わしたち、助けると思ってな。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,（冷然として）まあ、堪忍してもらおうけな。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,（おどろいて）ええ何やと。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,御時世が直って、大根を一車返してもらうより、今の一本の方が大事じゃけにな。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,（弱々しき反抗で）えろうまあ、無慈悲なことをいうのう。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,いわいでかのう。この時節に、食物のことでは、親子兄弟でもな、血眼になっとるんじゃ。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,大根一本が、それほど惜しいかのう。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,ふふむ。何いっているだ。おぬしの方が、それほど欲しがっているじゃないか。この頃では甚吉の家の大根いうてな、みんな評判してな。一本でも二本でも盗もうとしてるんじゃ。家中うちじゅう、代り番こに、ねず番しとるんじゃ。一朱銀の一つも持ってくるがええ。大根の一本や二本くれてやるけにな。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,（憤然として）人情を知らんのにもほどがあるのう。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,何いってるぞ。この時節に、人情だの義理だのいっとると、乾干しになって死んでしまうわ。本津もとつの義太郎を見いな。米俵、山のように積んであっても、一合一勺だってこっちに恵んでくれたかのう。一石百五十匁もしたら、売ろうと思っとるんじゃないか。こちとらのような、水呑百姓が大根一本だって、人にくれられるけ。無駄口利かんと、早う帰ったらええわ。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚作,（見かねて）おっ母。そなな無愛想なことをいわんで、一本ぐらい貸してやれな。まだ一みねはあったんじゃないか。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,何、いらんことをいうのじゃ。みんなお前たちが可愛いけに、大根の一本も惜しむんじゃないか。ぐずぐずいわんと、早う出かけて泥鰌の一匹でもよけい取って来い。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚三,甚作行こう。およし婆さ。家のおっ母、一刻者じゃけに、いい出したら、後へ引かんけにな、今日は諦めて帰るとええわ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,何が、一刻者じゃ。生死塚のばばあのように、欲の深いやつじゃ。（帰りかけて）今にみろ、あたしたちが飢えて死ぬときには、うんとこさと呪ってやるからな。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,ええわ。なんぼなと呪え。おぬしのようなおいぼれに呪われたって、何の悪いことがあるもんけ。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,業つくばばめ。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,おいぼれめ。おぬしたち早う飢えて死ねよ。それだけ、穀がのびて、他の者が助かるわ。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
およし,（口惜しがっし）女子おなごのくせに、よう無慈悲なことがいえるな。ええわ、ええわ。今に思い知らせてやるけに。（退場する）,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,この大根と粟とで、春まで命をつなぐんじゃ。一本だって、他人にやって堪るけ。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚三,じゃ、おっ母、行って来るぞ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,ああ行って来い！,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
勘五郎,おきんさん。甚吉どんはおらんかのう。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,おらん。今朝、早うからな、落松葉をな、お城下へ売りに出たよ。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
勘五郎,落松葉を、うむ、そななものでも金になるけ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,百にもならねえだ。それでもな、粟の二合や三合は買えるけにな。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
勘五郎,甚三も甚作もおらんかのう。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,二人ともおらん。何ぞ用け。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
勘五郎,おっ母、恐ろしいことが起ったぞ。綾郡あやごおり二十三カ村に、御年貢御免を嘆願の一揆が起ったぞ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,なるほどのう。一揆でも起ろうぞ。ええ気味じゃ。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
勘五郎,それでな、だんだんお城下の方へ押し寄せてくるいうのじゃ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,なるほどのう。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
勘五郎,それでな、もう端岡はしおかまでは来とる、いう噂じゃけに、この村でも、加担するか加担せんか、今のうちに定きめとこうていうてな、八幡さまで、村の若い衆の集りがあるのじゃ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,恐ろしいことになったのう。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
勘五郎,一揆もええがのう、後が悪いからのう、あんまり、有頂天になってやっとると、後で磔はりつけじゃからのう。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,恐ろしい、恐ろしい。飢えて死ぬと磔とどちらがええじゃろ,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
勘五郎,じゃ、俺は、急ぐけにな、みんな帰ったら、よこしてくれんかのう。村の集りにはずれると後が悪いぞ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
おきん,ええわ、わかった。甚三と甚作とを探して、すぐやるけにな。,f,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
勘五郎,じゃ、ええか。暮六つまでには、集るんじゃぞ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚吉,何するだ！ この泥棒猫め！,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚兵衛,（やや愚鈍らしく）われこそ何するだ！ 何するだ！,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚吉,おのれ、おっ母の目を掠かすめて盗み食いをしやがる。われに、大根を食わせてたまるけ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚兵衛,わしやて、大根食いたいだ。この大根作ったのは俺じゃ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚吉,何を世迷言いうだ。作ったのは、われでもな、この家うちや、畑はおれの物じゃぞ。この畑にできるものはみんな俺の物じゃぞ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚兵衛,何いうだ。新田の藤兵衛伯父がいうた。われは長男じゃけにな、みんなわれの物じゃいうて。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚吉,（激しくこづき回しながら）不具者かたわもののくせに何いうだ。爺さんが、生きていたときに、庄屋様に願うて家屋敷とも俺の物になっているのだ。われは牛小屋でくすぶってりゃいいんだ。不具者のくせに、出しゃばるなよ。（激しくこづき回す）,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚兵衛,（激怒し）おっ母と兄弟三人とで共謀しやがって、長男のわしの物をみんな取っているのだぞ。この家うちの縁の下の塵までわしの物じゃ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚吉,何を、阿呆くさいことをいいやがるんじゃ。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
甚吉,おのれ、殴ぶちゃがったな。,m,Kan Kikuchi,m,義民甚兵衛,Jinbei the Righteous Man,play
