person,text,gender,author,author's gender,title_jap,title_eng,type
エッダ,阿母さん！,f,Miyamoto Yuriko,f,猿,Monkey,play
母親,何だい？（縫物の手を動かしたまま）,f,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,ヨハンがおそいね。……どうしたんだろう。,f,Miyamoto Yuriko,f,猿,Monkey,play
母親,――あの子のことだから、また、野っ原に仰向いて、雲でも見ながら、腹の空（す）くのを忘れているんだろう。――大丈夫だよ。,f,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,……（糸車の音が、四辺（あたり）に響く）だってもね、阿母さん。ヨハンはきっとどうかしていてよ、私が、ちゃんとこの胸で感じるんだもの。,f,Miyamoto Yuriko,f,猿,Monkey,play
母親,（笑い）お前の胸かえ？ 要心おしよ、小さい娘っ子の胸と――,f,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,（強く）厭なの！ そうじゃないさ。ヨハンは、死んだあの子のお父さんやお母さんを、このごろ頻りに思い出しているって云うのよ。,f,Miyamoto Yuriko,f,猿,Monkey,play
母親,（しんみりと）そうかえ？ そんな風かえ？――可愛そうにね。……然し、思い出すに種もなかろうよ。何しろ、生れてたった五十日目に、死なれてしまったんだもの。,f,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,それあ、あの子は自分で何も覚えてはいないわ。でも、他人が云うんだもの――ヨハンが、自分が孤児（みなしご）で、阿母さん阿父さんがほんとの親でないのを知ったのだって、ハンスの婆さんに聞いたからよ。――（声を潜め）あの子の阿父さんが、狂って死んだってほんと？ 阿母さんを捕まえて、泣いて逃げるのを、むりやり河へ突陥（つっぱ）めたって……ほんと？,f,Miyamoto Yuriko,f,猿,Monkey,play
母親,（身震いをし）止めておくれ。厭な話だ。――けれどもほんとはほんとだよ。阿父さんも、阿母んも、私達二人の若い時っからの友達で、一緒に踊ったり、氷の上を滑ったり……。楽い思いをしているうちに、かあさんは、お前の阿父さんと、一緒になり彼方（あっち）も彼方で家を持った――よく酒を飲む謡（うた）の上手な男だっけが。――恐ろしい恐ろしい。鬼が憑（つ）いたんだよ。,f,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,ヨハンは、誰からか、きっとそんなことでも聞いたのよ。だから。,f,Miyamoto Yuriko,f,猿,Monkey,play
母親,（ふと、戸外に耳を欹（そばだ）て）しっ！（指を立ててエッダに合図をする。さりげない調子で）もういい加減に休んだらいいじゃあないか？ エッダ。,f,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,ああ。,f,Miyamoto Yuriko,f,猿,Monkey,play
母親,ヨハンかえ？,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,ああ。ただいま。,m,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,（糸車を片よせつつ、振返り、元気に）お帰り！ どこに迷子んなっていたの？,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,（微笑み、エッダの丸い体の動くのを見ながら）戸外（そと）の風は、さっぱりするからね。,m,Miyamoto Yuriko,f,猿,Monkey,play
母親,（これも縫物をしまいながら）もうやがて、嚔（くしゃみ）の出そうな時節じゃあないか。雲を見るのも、夏だけにおしよ。……それはそうと、どんな塩梅だったね？ あの渦は……。,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,ああ、あれの心配ならもう入用（いら）ないよ。すっかりぴんぴんして、他の羊どもと大巫山戯（ふざけ）をやっていたもの。,m,Miyamoto Yuriko,f,猿,Monkey,play
母親,（棚から皿小鉢をおろしながら）よかったね。私は阿父さんの留守の間に一匹でも子供等に死なれちゃあ堪らないと思ったからね。（火をほげたり、鍋を掻き廻したりする）,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,阿父さんは今日も帰らないの？,m,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,もう二晩泊るんだって。――町から来た人が阿父さんの言伝てを持って来たわ。,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,今度の市には、俺（わし）も行って見たいな。――エッダ、一緒に行かないか？,m,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,どうするの？,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,賑やかな市街（まち）の様子を一緒に見るの――何か買ってあげるよ。,m,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,詰らないわ。阿父さんは、町の女や男は、それは、それは、小ざっぱりとしているんだって云ってよ。もう種々（いろん）な物を一杯飾った店ばかりなんだって。――そんなところへ行って、たった一本飾紐（リボン）位買ったって――それに、着物もありゃあしないわよ。,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,衣裳なんぞは、俺もないけれど――綺麗なところを一緒に見るのはいいじゃあないか、皆俺たちの物ばかりだと想えばいい。,m,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,（おかしがって）ははははは、たった一クローネで？ はははは阿母さん！ ヨハンたら、たった一クローネで、市中の物を買い占めるんだって！,f,Miyamoto Yuriko,f,猿,Monkey,play
母親,（美味（うま）そうに湯気の立つスープを鉢によそい）さあさあエッダ。ヨハンは原っぱで腹を空かして来たんだよ、喋って許りいずに――。,f,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,さあ、お殿様！ 御飯を召上って下さい。,f,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,どう？ 美味しくなくって？,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,まるで御馳走だね。どうしたの？,m,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,（唾をのむようにし）美味しいでしょう？ 今日はね、昼からすっかり砂糖煮を拵えたの、その余だわ。（一寸母の方を偸見（ぬすみみ）、悪戯（いたずら）らしく囁く）私、林檎（りんご）のスープが大好きでしょう？ 阿母さんは儉約家（しまりや）だから、ちっとでも傷のないのは、皆丸煮にするって云うのよ。仕様がないから、私、そうっと地べたにおっことしたり、噛みついたりして、駄目を出したの。お蔭で、お前までこんなスープにありつけたんだわ。,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,有難うよ。,m,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,ヨハン！ まあ、どうしてお前、そんな猿みたいな顔をするの？,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,（首を擡げ、口の辺を拭き）何が？,m,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,パンを食べる時さ。なぜそんな猿みたいな顔をするの？,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,ほんとかえ？,m,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,（力を入れて頷き）ほんとだとも！ まあ、私ちっとも今まで知らなかったわ。,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,（照れ）いそいで食ったから――。,m,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,（俄に好奇心で熱くなり）ね、ヨハン、もう一口食べて御覧よ。ね、ゆっくり。私こうやって見てみるわ。,f,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,（熱心に見守り）ほら！ ほら、ほら！ まるで、本ものよ、ヨハン。まあ、お前ッたら！,f,Miyamoto Yuriko,f,猿,Monkey,play
母親,何だえ？ 大騒ぎをして――,f,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,（得意げに）ヨハンが猿なのよ。,f,Miyamoto Yuriko,f,猿,Monkey,play
母親,馬鹿！ お前の頭の螺旋（ねじ）がゆるんだんだろう、しっかりおし。,f,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,そうじゃあないわ。だって、ほんとにそうなんだもの。,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,（機嫌わるく）光線（ひかり）のせいだよ、エッダ。,m,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,（熱中し）いいえ！ こっちから見たって、矢張り同じよ。（場所を更えて、なお見守る）,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,（神経質になり、顔を平手で撫で廻し）お前のように、ふっくらしていないからそう見えるんだよ。,m,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,（ヨハネスが真面目なので、不意と嬲（なぶ）る気になる）瘠（やせ）っぽちだって、猿と人間とは異うわよ。,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,（もう飲むことも、食うことも出来なくなり）エッダ！ 止めてくれ（悲しそうに）俺は――……お前の好きなほど美（い）い男じゃあないが――まさか猿じゃないよ。俺の阿父（おやじ）だって俺を生んでくれた阿母（おっか）だって。,m,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,（笑い、小娘らしい意地悪さで）なあに？,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,歴（れっき）とした村の衆だ。,m,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,そう？ お前偉いのね。見たこともない親のことが判るの？,f,Miyamoto Yuriko,f,猿,Monkey,play
母親,エッダ。下らない口論はおやめ、人間が猿で堪るものか。,f,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,猿が人間じゃあ、なお堪らない！,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,（決然と）お前が何と云ったって、俺が猿でないことはわかってるよ。見な。手だってお前のほど白くこそないが、同じ形だ。足だって、ほら。第一言葉が通じるじゃないか。,m,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,（負けず）それは、お前だけが、そうと思っているんじゃあないの？ 誰の眼で見ている？「お前の眼［＃「お前の眼」に傍点］」じゃないの？ 誰の耳で聴いているの？「お前の耳［＃「お前の耳」に傍点］」じゃあなくって。お前の眼が私の眼と同じだっていうのは、ただ、お前だけがそう思う、というばかりよ。お前の頭が狂っていないって。,f,Miyamoto Yuriko,f,猿,Monkey,play
母親,エッダ。云うことをお考え！,f,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,（はっとする。が、強いて勢いよく）ほんとにそうじゃあないの？ お前が見て、これに間違いはないと思う世界の様子だって、どこまで真実か解りゃあしないわ。逆に立ったって、お前は、お前の頭［＃「お前の頭」に傍点］でほか、見るも考えるも出来やしないんだもの。,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,――（不安を面に漲し、凝っとエッダの顔を見る）――エッダ……エッダ――お前は（深い感情を以て）エッダに違いないだろう？,m,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,（笑い）知らなくってよ！ お前が自分を猿じゃあないと思い込むと同じに、まるで異ったどこかの婆ちゃんを、エッダだと思っているのかもしれやしないわ。,f,Miyamoto Yuriko,f,猿,Monkey,play
ヨハネス,（混乱した顔になり）ああエッダ。（焦々しく）はっきりしてくれ。ね（エッダの手を執ろうとする）お前はエッダだよ。ね、俺が、死んだ親父の息子のヨハネスの通りに。ね。,m,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,（いよいよ笑い）お猿さん！ 人の真似する痩猿さん！,f,Miyamoto Yuriko,f,猿,Monkey,play
エッダ,（中腰になったまま）あら！,f,Miyamoto Yuriko,f,猿,Monkey,play
母親,どうしたんだい一体。何をしたの？,f,Miyamoto Yuriko,f,猿,Monkey,play
賢一郎,おたあさん、おたねはどこへ行ったの。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,仕立物を届けに行った。,f,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,まだ仕立物をしとるの。もう人の家うちの仕事やこし、せんでもええのに。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,そうやけど嫁入りの時に、一枚でも余計ええ着物を持って行きたいのだろうわい。,f,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,（新聞の裏を返しながら）この間いうとった口はどうなったの。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,たねが、ちいと相手が気に入らんのだろうわい。向こうはくれくれいうてせがんどったんやけれどのう。,f,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,財産があるという人やけに、ええ口やがなあ。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,けんど、一万や、二万の財産は使い出したら何の役にもたたんけえな。家うちでもおたあさんが来た時には公債や地所で、二、三万円はあったんやけど、お父さんが道楽して使い出したら、笹につけて振るごとしじゃ。,f,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,（不快なる記憶を呼び起したるごとく黙している）……。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,私は自分で懲々こりごりしとるけに、たねは財産よりも人間のええ方へやろうと思うとる。財産がのうても、亭主の心掛がよかったら一生苦労せいで済むけにな。,f,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,財産があって、人間がよけりゃ、なおいいでしょう。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,そんなことが望めるもんけ。おたねがなんぼ器量よしでも、家うちには金がないんやけにな。この頃のことやけに、少し支度をしても三百円や五百円はすぐかかるけにのう。,f,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,おたねも、お父さんのために子供の時ずいぶん苦労をしたんやけに、嫁入りの支度だけでもできるだけのことはしてやらないかん。私たちの貯金が千円になったら半分はあれにやってもええ。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,そんなにせいでも、三百円かけてやったらええ。その後でお前にも嫁を貰うたらわしも一安心するんや。わしは亭主運が悪かったけど子供運はええいうて皆いうてくれる。お父さんに行かれた時はどうしようと思ったがのう……。,f,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,（話題を転ずるために）新は大分遅いな。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,宿直やけに、遅うなるんや。新は今月からまた月給が上るというとった。,f,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,そうですか。あいつは中学校でよくできたけに、小学校の先生やこしするのは不満やろうけど、自分で勉強さえしたらなんぼでも出世はできるんやけに。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,お前の嫁も探してもろうとんやけど、ええのがのうてのう。園田の娘ならええけど、少し向うの方が格式が上やけにくれんかも知れんでな。,f,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,まだ二、三年はええでしょう。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,でもおたねをほかへやるとすると、ぜひにも貰わないかん。それで片が付くんやけに。お父さんが出奔しゅっぽんした時には三人の子供を抱えてどうしようと思ったもんやが……。,f,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,もう昔のことをいうても仕方がないんやけえに。,m,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,ただいま。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,やあおかえり。,f,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,大変遅かったじゃないか。,m,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,今日は調べものがたくさんあって、閉口してしもうた。ああ肩が凝った。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,さっきから御飯にしようと思って待っとったんや。,f,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,御飯がすんだら風呂へ行って来るとええ。,m,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,（和服に着替えながら）おたあさん、たねは。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,仕立物を持って行っとんや。,f,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,（和服になって寛くつろぎながら）兄さん！ 今日僕は不思議な噂をきいたんですがね。杉田校長が古新町で、家うちのお父さんによく似た人に会ったというんですがね。,m,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,杉田さんが、古新町の旅籠屋はたごやが並んどる所を通っとると、前に行く六十ばかりの老人がある。よく見るとどうも見たようなことがあると思って、近づいて横顔を見ると、家うちのお父さんに似ていたというんです。どうも宗太郎さんらしい、宗太郎さんなら右の頬にほくろがあるはずじゃけに、ほくろがあったら声をかけようと思って、近よろうとすると水神さんの横町へ、こそこそとはいってしもうたというんです。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,杉田さんなら、お父さんの幼な友達で、一緒に槍の稽古をしていた人やけに、見違うこともないやろう。けどもうお前、二十年にもなるんやけにのう。,f,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,杉田さんもそういうとったです。何しろ二十年も会わんのやけに、しっかりしたことはいえんけど、子供の時から交際つきおうた宗太郎さんやけに、まるきり見違えたともいえんいうてな。,m,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,（不安な瞳を輝かして）じゃ、杉田さんは言葉をかけなかったのだね。,m,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,ほくろがあったら名乗る心算つもりでいたのやって。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,まあ、そりゃ杉田さんの見違いやろうな。同じ町へ帰ったら自分の生れた家うちに帰らんことはないけにのう。,f,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,しかし、お父さんは家うちの敷居はちょっと越せないやろう。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,私はもう死んだと思うとんや、家出してから二十年になるんやけえ。,f,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,いつか、岡山で会った人があるというんでしょう。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,あれも、もう十年も前のことじゃ。久保の忠太さんが岡山へ行った時、家うちのお父さんが、獅子や虎の動物を連れて興行しとったとかで、忠太さんを料理屋へ呼んで御馳走をして家うちの様子をきいたんやて。その時は金時計を帯にさげたり、絹物ずくめでえらい勢いであったいうとった。それからはなんの音沙汰もないんや。あれは戦争のあった明くる年やけに、もう十二、三年になるのう。,f,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,お父さんはなかなか変っとったんやな。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,若い時から家うちの学問はせんで、山師のようなことが好きであったんや。あんなに借金ができたのも道楽ばっかりではないんや。支那へ千金丹を売り出すとかいうて損をしたんや。,f,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,（やや不快な表情をして）おたあさんお飯まんまを食べましょう。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,ああそうやそうや。つい忘れとった。（台所の方へ立って行く、姿は見えずに）杉田さんが見たというのもなんぞの間違いやろ。生きとったら年が年やけに、はがきの一本でもよこすやろ。,f,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,（やや真面目に）杉田さんがその男に会うたのは何日いつのことや。,m,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,昨日の晩の九時頃じゃということです。,m,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,どんな身なりをしておったんや。,m,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,あんまり、ええなりじゃないそうです。羽織も着ておらなんだということです。,m,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,そうか。,m,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,兄さんが覚えとるお父さんはどんな様子でした。,m,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,わしは覚えとらん。,m,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,そんなことはないでしょう。兄さんは八つであったんやけに。僕だってぼんやり覚えとるに。,m,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,わしは覚えとらん。昔は覚えとったけど、一生懸命に忘れようと、かかったけに。,m,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,杉田さんは、よくお父さんの話をしますぜ。お父さんは若い時は、ええ男であったそうですな。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,（台所から食事を運びながら）そうや、お父さんは評判のええ男であったんや。お父さんが、大殿様のお小姓をしていた時に、奥女中がお箸箱に恋歌を添えて、送って来たという話があるんや。,f,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,なんのために、箸箱をくれたんやろう、ははははは。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,丑の年やけに、今年は五十八じゃ。家にじっとしておれば、もう楽隠居をしている時分じゃがな。,f,Kan Kikuchi,m,父帰る,Father returns,play
母,たねも、もう帰ってくるやろう。もうめっきり寒うなったな。,f,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,おたあさん、今日浄願寺の椋むくの木で百舌もずが鳴いとりましたよ。もう秋じゃ。……兄さん、僕はやっぱり、英語の検定をとることにしました。数学にはええ先生がないけに。,m,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,ええやろう。やはり、エレクソンさんとこへ通うのか。,m,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,そうしようと、思っとるんです。宣教師じゃと月謝がいらんし。,m,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,うむ、何しろ一生懸命にやるんだな、父親てておやの力は借らんでも一人前の人間にはなれるということを知らせるために、勉強するんじゃな。わしも高等文官をやろうと思うとったけど、規則が改正になって、中学を出とらな受けられんいうことになったから、諦めとんや。お前は中学校を卒業しとるんやけに、一生懸命やってくれないかん。,m,Kan Kikuchi,m,父帰る,Father returns,play
おたね,ただいま。,f,Kan Kikuchi,m,父帰る,Father returns,play
母,遅かったのう。,f,Kan Kikuchi,m,父帰る,Father returns,play
おたね,また次のものを頼まれたり、何かしとったもんやけに。,f,Kan Kikuchi,m,父帰る,Father returns,play
母,さあ御飯おたべ。,f,Kan Kikuchi,m,父帰る,Father returns,play
おたね,（座りながら、やや不安なる表情にて）兄さん、今帰って来るとな、家うちの向う側に年寄の人がいて家の玄関の方をじーと見ているんや。（三人とも不安な顔になる）,f,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,うーむ。,m,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,どんな人だ。,m,Kan Kikuchi,m,父帰る,Father returns,play
おたね,暗くて、分からなんだけど、背の高い人や。,f,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,（立って次の間へ行き、窓から覗く）……。,m,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,誰かいるかい。,m,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,いいや、誰もおらん。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,あの人が家を出たのは盆の三日後であったんや。,f,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,おたあさん、昔のことはもういわんようにして下さい。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,わしも若い時は恨んでいたけども、年が寄るとなんとなしに心が弱うなってきてな。,f,Kan Kikuchi,m,父帰る,Father returns,play
男の声,御免！,m,Kan Kikuchi,m,父帰る,Father returns,play
おたね,はい！ （しかし彼女も立ち上ろうとはしない）,f,Kan Kikuchi,m,父帰る,Father returns,play
男の声,おたかはおらんかの？,m,Kan Kikuchi,m,父帰る,Father returns,play
母,へえ！ （吸いつけられるように玄関へ行く、以下声ばかり聞える）,f,Kan Kikuchi,m,父帰る,Father returns,play
男の声,おたかか！,m,Kan Kikuchi,m,父帰る,Father returns,play
母の声,まあ！ お前さんか、えろう！ 変ったのう。,f,Kan Kikuchi,m,父帰る,Father returns,play
男の声,まあ！ 丈夫たっしゃで何よりじゃ。子供たちは大きくなったやろうな。,m,Kan Kikuchi,m,父帰る,Father returns,play
母の声,大きゅうなったとも、もう皆立派な大人じゃ。上ってお見まあせ。,f,Kan Kikuchi,m,父帰る,Father returns,play
男の声,上ってもええかい。,m,Kan Kikuchi,m,父帰る,Father returns,play
母の声,ええとも。,f,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,お父さんですか、僕が新二郎です。,m,Kan Kikuchi,m,父帰る,Father returns,play
父,立派な男になったな、お前に別れた時はまだ碌ろくに立てもしなかったが……。,m,Kan Kikuchi,m,父帰る,Father returns,play
おたね,お父さん、私がたねです。,f,Kan Kikuchi,m,父帰る,Father returns,play
父,女の子ということはきいていたが、ええ器量じゃなあ。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,まあ、お前さん、何から話してええか。子供もこんなに大きゅうなってな、何より結構やと思うとんや。,f,Kan Kikuchi,m,父帰る,Father returns,play
父,親はなくとも子は育つというが、よういうてあるな、ははははは。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,お前さん、賢も新もようでけた子でな。賢はな、二十の年に普通文官いうものが受かるし、新は中学校へ行っとった時に三番と降ったことがないんや。今では二人で六十円も取ってくれるし、おたねはおたねで、こんな器量よしやけに、ええ所から口がかかるしな。,f,Kan Kikuchi,m,父帰る,Father returns,play
父,そら何より結構なことや。わしも、四、五年前までは、人の二、三十人も連れて、ずうと巡業して回っとったんやけどもな。呉で見世物小屋が丸焼になったために、えらい損害を受けてな。それからは何をしても思わしくないわ。その内に老先おいさきが短くなってくる、女房子のいる所が恋しゅうなってうかうかと帰って来たんや。老先の長いこともない者やけに皆よう頼むぜ。（賢一郎を注視して）さあ賢一郎！ その杯を一つさしてくれんか、お父さんも近頃はええ酒も飲めんでのう。うん、お前だけは顔に見おぼえがあるわ。（賢一郎応ぜず）,m,Kan Kikuchi,m,父帰る,Father returns,play
母,さあ、賢や、お父さんが、ああおっしゃるんやけに。さあ、久し振りに親子が会うんじゃけに祝うてな。,f,Kan Kikuchi,m,父帰る,Father returns,play
父,じゃ、新二郎、お前一つ、杯をくれえ。,m,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,はあ。（杯を取り上げて父にささんとす）,m,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,（決然として）止めとけ。さすわけはない。,m,Kan Kikuchi,m,父帰る,Father returns,play
母,何をいうんや、賢は。,f,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,（昂然と）僕たちに父親てておやがあるわけはない。そんなものがあるもんか。,m,Kan Kikuchi,m,父帰る,Father returns,play
父,（激しき憤怒を抑えながら）なんやと！,m,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,（やや冷やかに）俺たちに父親てておやがあれば、八歳やっつの年に築港からおたあさんに手を引かれて身投げをせいでも済んどる。あの時おたあさんが誤って水の浅い所へ飛び込んだればこそ、助かっているんや。俺たちに父親てておやがあれば、十の年から給仕をせいでも済んどる。俺たちは父親てておやがないために、子供の時になんの楽しみもなしに暮してきたんや。新二郎、お前は小学校の時に墨や紙を買えないで泣いていたのを忘れたのか。教科書さえ満足に買えないで、写本を持って行って友達にからかわれて泣いたのを忘れたのか。俺たちに父親てておやがあるもんか、あればあんな苦労はしとりゃせん。,m,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,しかし、兄さん、おたあさんが、第一ああ折れ合っているんやけに、たいていのことは我慢してくれたらどうです。,m,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,（なお冷静に）おたあさんは女子やけにどう思っとるか知らんが、俺に父親てておやがあるとしたら、それは俺の敵かたきじゃ。俺たちが小さい時に、ひもじいことや辛いことがあって、おたあさんに不平をいうと、おたあさんは口癖のように「皆お父さんの故せいじゃ、恨むのならお父さんを恨め」というていた。俺にお父さんがあるとしたら、それは俺を子供の時から苦しめ抜いた敵じゃ。俺は十の時から県庁の給仕をするし、おたあさんはマッチを張るし、いつかもおたあさんのマッチの仕事が一月ばかり無かった時に、親子四人で昼飯を抜いたのを忘れたのか。俺が一生懸命に勉強したのは皆その敵かたきを取りたいからじゃ。俺たちを捨てて行った男を見返してやりたいからだ。父親てておやに捨てられても一人前の人間にはなれるということを知らしてやりたいからじゃ。俺は父親てておやから少しだって愛された覚えはない。俺の父親てておやは俺が八歳やっつになるまで家を外に飲み歩いていたのだ。その揚げ句に不義理な借金をこさえ情婦を連れて出奔しゅっぽんしたのじゃ。女房と子供三人の愛を合わしても、その女に叶わなかったのじゃ。いや、俺の父親てておやがいなくなった後には、おたあさんが俺のために預けておいてくれた十六円の貯金の通帳かよいちょうまで無くなっておったもんじゃ。,m,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,（涙を呑みながら）しかし兄さん、お父さんはあの通り、あの通りお年を召しておられるんじゃけに……。,m,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,新二郎！ お前はよくお父さんなどと空々しいことがいえるな。見も知らない他人がひょっくり入ってきて、俺たちの親じゃというたからとて、すぐに父に対する感情を持つことができるんか。,m,Kan Kikuchi,m,父帰る,Father returns,play
新二郎,しかし兄さん、肉親の子として、親がどうあろうとも養うて行く……。,m,Kan Kikuchi,m,父帰る,Father returns,play
賢一郎,義務があるというのか。自分でさんざん面白いことをしておいて、年が寄って動けなくなったというて帰ってくる。俺はお前がなんといっても父親てておやはない。,m,Kan Kikuchi,m,父帰る,Father returns,play
